Time_s,Displacement_Clean_m,Displacement_Noisy_m,Velocity_m_s
0.0,1.0,0.9273136693759304,0.0
0.10050251256281408,0.9750217072866585,1.3147781377720473,-0.4933188597659405
0.20100502512562815,0.9019946199625988,0.5752431002479781,-0.9522586544311549
0.30150753768844224,0.7855109102942537,0.7040144669093813,-1.354653147199158
0.4020100502512563,0.632234998896888,0.6226489266849399,-1.6815925383856896
0.5025125628140704,0.4505305868227839,0.3351848605106511,-1.9183002250266095
0.6030150753768845,0.250010372966825,0.34877826041299975,-2.0547862485055286
0.7035175879396985,0.04103258704887802,0.0805111518081814,-2.0862494390309654
0.8040201005025126,-0.16582956716493005,0.13442154995190705,-2.0132131989633537
0.9045226130653267,-0.36031862941838533,0.005136788553735283,-1.8413934859267014
1.0050251256281408,-0.5329973075431875,-0.3983923937821924,-1.5813108913302685
1.105527638190955,-0.675702039567109,-1.1895158966502328,-1.2476712135856847
1.206030150753769,-0.7819241162916112,-0.47881202564924114,-0.8585499447391719
1.306532663316583,-0.8471007698115435,-1.6823864135920803,-0.4344253463125923
1.407035175879397,-0.8688036858743031,-1.5116154050398558,0.002889065226673839
1.5075376884422111,-0.846817408608148,-0.7938400326621609,0.4313571498331835
1.6080402010050252,-0.7831060307362852,0.04770178379052825,0.8298217307723702
1.7085427135678393,-0.6816720340292494,-0.34379088711006117,1.179040516384438
1.8090452261306533,-0.5483164431709361,-0.29938062818729694,1.462606057158481
1.9095477386934674,-0.39031420124663796,0.13247538158765548,1.6677062558128188
2.0100502512562817,-0.21602262626034294,0.1480788910518782,1.7856907223590313
2.1105527638190957,-0.03444376838753336,0.4060787227237218,1.812418658761937
2.21105527638191,0.1452366501911818,1.0205786940049195,1.7483752857755972
2.311557788944724,0.3141101946015719,-0.29948396781320047,1.5985556165650305
2.412060301507538,0.463983790628629,0.0414772796709571,1.3721260340661947
2.512562814070352,0.5877734029239378,0.7353854620019394,1.0818848816273368
2.613065326633166,0.6798346791306623,0.828533801695866,0.7435529682534967
2.71356783919598,0.736215320755286,0.9806730776708589,0.3749326623333948
2.814070351758794,0.7548181980406352,0.974227388799755,-0.005019883087650362
2.9145728643216082,0.7354688550794563,0.5698104654408166,-0.37716150583570596
3.0150753768844223,0.679885929013055,0.7191199913554459,-0.7231188955362441
3.1155778894472363,0.5915579045917473,0.972966802184339,-1.026188062038448
3.2160804020100504,0.47553420959577636,0.596558837571574,-1.2721327968149072
3.3165829145728645,0.33814275287005074,0.6451816924327072,-1.4498444063368168
3.4170854271356785,0.18664941001821547,-0.12836176635381366,-1.5518325425646389
3.5175879396984926,0.028877579841802902,0.7698510449161822,-1.5745261613495303
3.6180904522613067,-0.12719241812403664,-0.5982615108105205,-1.5183733075282453
3.7185929648241207,-0.27382380180833765,-0.7976782219403376,-1.3877388357694342
3.819095477386935,-0.40390370314533486,-1.151791280807379,-1.1906091345502545
3.919597989949749,-0.5112848754312352,-1.0389098812969342,-0.9381224285884324
4.020100502512563,-0.5910725549174937,-0.20222946255150254,-0.6439515125485495
4.120603015075377,-0.6398432603566779,-0.42977211856829034,-0.32357251836756323
4.2211055276381915,-0.6557859554061021,0.0384596282160663,0.006541505247155577
4.3216080402010055,-0.6387601317948481,-1.7653326429868967,0.32976061632312553
4.42211055276382,-0.5902695669004068,-1.1762225085901696,0.6301291011363814
4.522613065326634,-0.5133547250649788,-0.6632280853463137,0.8931464855408093
4.623115577889448,-0.41241079970106204,-1.2239359397583742,1.1064605397709122
4.723618090452262,-0.2929419095825129,-0.24915697553231292,1.2604395632844723
4.824120603015076,-0.16126499191717936,-0.4273138180580612,1.348597771966826
4.92462311557789,-0.024179120458167648,-0.22842043314783145,1.3678556199033785
5.025125628140704,0.11138263214795326,-0.28810923195790755,1.3186253817066462
5.125628140703518,0.23870104251824414,0.28294321397971856,1.2047211064021477
5.226130653266332,0.3516010304563937,0.5737929418249501,1.0331010346950267
5.326633165829146,0.4447482853953888,0.0676306345100321,0.8134585809254011
5.42713567839196,0.5138981274620569,-0.49582740435975925,0.5576852722235006
5.527638190954774,0.5560851642810839,1.141577746841412,0.2792349334831786
5.628140703517588,0.5697454788886605,0.5311329490893626,-0.007577259843923061
5.728643216080402,0.5547666084935582,-0.08969238473334185,-0.28830466781705993
5.8291457286432165,0.512464259341488,0.6302263783332556,-0.549091099353137
5.9296482412060305,0.4454883767303329,0.0707655970954062,-0.7773489504789346
6.030150753768845,0.3576646560497256,0.5806909226459565,-0.9623606875319821
6.130653266331659,0.253780665841371,0.46036252114546716,-1.095775257039985
6.231155778894473,0.13932834463025853,-0.027977642594342433,-1.171976785848414
6.331658291457287,0.020216516725961347,-0.9912381960103964,-1.1883097786722794
6.432160804020101,-0.09753157492904957,-0.3619574884590649,-1.14515239900158
6.532663316582915,-0.20808045054354535,0.09262559486916577,-1.0458372811378709
6.633165829145729,-0.3060692025275489,-0.4761109697472389,-0.896426801073117
6.733668341708543,-0.38686896172753504,0.7149585259860006,-0.7053569241337223
6.834170854271357,-0.4467988072410603,-0.3329758366147263,-0.48296994015839617
6.934673366834171,-0.48329017118819506,-0.27449033800263334,-0.24096158416017427
7.035175879396985,-0.494992590838483,-0.08080001316893343,0.008228223509045878
7.135678391959799,-0.481816696842965,0.703250283811958,0.2520495326469975
7.236180904522613,-0.44491358278963333,0.635011064873058,0.47846941094435025
7.336683417085427,-0.3865928045133859,-0.9391067032808218,0.6765608138654959
7.437185929648241,-0.310184334133489,-0.5745014531472621,0.8370246029153319
7.5376884422110555,-0.21985245296732447,0.12337754771204834,0.952620143429842
7.63819095477387,-0.12037181819527748,-0.36120332403566985,1.0184848623959333
7.738693467336684,-0.016877578772712072,-0.26016588581163386,1.03232902715002
7.839195979899498,0.08539746854911348,-0.1659429476626791,0.9944985454669908
